claim,evidence,label
"NOT ONE POLITICIAN DIED, LOST THEIR JOB OR WORN MASKS DURING THE COVID-19 PANDEMIC","['At least one politician lost his job in the context of the COVID-19 pandemic. Brazilian President Jair Bolsonaro fired former Health Minister Luiz Henrique Mandetta in April after weeks of disagreements about how to handle the coronavirus pandemic, CNN reported. Mandetta sent a series of tweets on April 16 announcing his removal as health minister.', 'Among those who have worn masks are President Donald Trump, Democratic presidential nominee Joe Biden, U.K. Prime Minister Boris Johnson, Canadian Prime Minister Justin Trudeau and German Chancellor Angela Merkel, among countless others.']",REFUTED
An image in New Zealand shows that a rural New Zealand town is set to remove a trout statue,['A search of the Gore official website reveals no information about it'],REFUTED
Muslims can’t use alcohol-based hand sanitiser as it is against their religion.,"['The Muslim Faith and the use of Alcohol Based Hand Sanitisers\n\nDeb Group Ltd has sought advice on this matter from the Muslim Council of Britain\nand the NHS, and has been given the following guidelines.\n\nMuslims in the UK should not be concerned about using alcohol based sanitisers on\ntheir skin because:\n\n1. Any alcohol sold for use on the skin is rendered undrinkable, by law.\n\n2. The issue of alcohol in the Muslim faith relates to the drinking of alcohol, and\nnot its use in other ways, such as the disinfection of skin.\n\n3. Muslims are permitted to use alcohol based sanitisers for alleviating illness or\nimproving health.\n\n4. The Muslim Food Board (UK) has confirmed that the use of alcohol based\nsanitisers is permitted by their scholars.\n\n5. For further reassurance, there is evidence to show that when using a sanitiser\nthe amount of alcohol absorbed through the skin is negligible.', 'The COVID-19 Guidance for Muslim Communities includes the following: Hands should be washed frequently with soap and water (for at least 20 seconds) or hand sanitizer gel, according to their guidelines for good hygiene practice.', 'It is Islamically halal (permissible) to do so too. Most Muslims will agree that anything that’s a necessity is allowed, meaning alcohol-based cleaning products that don’t have an intoxicating effect are halal.']",REFUTED
"Rolex discontinued production due to effects the covid19 pandemic had on the 
economy","['As stated in the CEOs letter, it was to protects the workers families and limit the risks of spreading the Coronavirus as much as possible.']",REFUTED
"Shanghai-based clothing company La Chapelle Closed 4391 stores due to effects the covid19 pandemic had on the 
economy","['During the Reporting Period, it continued to optimize offline direct sales channels and closed\ndirectly-operated stores with low efficiency and were loss-making', 'It closed stores prior to 31st December 2019.']",REFUTED
"Dr VK Srinivas, Vice President of Bharat Biotech photographed having the first COVID-19 vaccine developed by Bharat Biotech.","['There is no evidence to suggest this.', 'The image shown is not of Dr V K Srinivas and the Bharath vaccine was still in development in July 2020.']",REFUTED
People are starting to enter ERs with fungal lung infections from wearing masks.,"['There are no news reports on people going to ERs with fungal lung infections from wearing masks.', 'Prolonged use of N95 and surgical masks by healthcare professionals during COVID-19 has caused adverse effects such as headaches, rash, acne, skin breakdown, and impaired cognition in the majority of those surveyed. As a second wave of COVID-19 is expected, and in preparation for future pandemics, it is imperative to identify solutions to manage these adverse effects. Frequent breaks, improved hydration and rest, skin care, and potentially newly designed comfortable masks are recommendations for future management of adverse effects related to prolonged mask use.']",REFUTED
"Kapil Sibal, an Indian lawyer and politician, is going to challenge India's government’s decision to ban 59 Chinese apps, including TikTok, in India's Supreme Court.","['...to get the confirmation we reached out to Kapil Sibal who told us that the claim in the viral post is false. Neither he has been approached for any such case, nor he is fighting this case.', 'On Twitter, Kapil Sibal wrote:\n\nReclaim our territory \n\nWhile you ban\nthose Chinese apps\ntry and fill our\nsecurity gaps\nlet not our trust\nin you collapse \n\nOur brave soldiers\nwill force them back\nto make Chinese\nredraw their maps']",REFUTED
A Muslim woman who ordered a drink from a Target Starbucks was given a cup with “ISIS” written on the cup instead of her name.,"['The barista said that she could not hear the name and that is why she wrote “ISIS” on the cup. ISIS is the acronym for the Islamic State of Iraq and Syria. It is considered a fringe terrorist group.', 'CAIR-MN calls for firing of St. Paul Starbucks worker who wrote ‘ISIS’ on Muslim woman’s coffee cup']",SUPPORTED
Whole Foods stores do not accept cash payments.,"['""We still accept cash payments. Starting on April 20, (2020) some Whole Foods Market regions began designating “cash accepted” and “no cash accepted” lanes as an added safety measure and to make the checkout process easier for customers.']",REFUTED
Leicester has gone back into lockdown soon after 5G coveage was rolled out there.,"['EE has 5G in more places in the UK than other network, and is targeting 5G connectivity in 45 cities and large towns by the end of the year. Customers can enjoy 5G in the following cities and large towns today:\n\nCities:\n\nLondon\nEdinburgh\nBirmingham\nBelfast\nManchester\nCardiff\nBristol\nCoventry\nLeicester\nLiverpool\nGlasgow\nWolverhampton']",REFUTED
