claim,evidence,label
"John Hickenlooper, the former Governor of Colorado accepted donations from Anadarko Petroleum Corp, a oil and gas company involved in a 2017 fatal explosion, in exchange for the company not being penalized.","[""Among the biggest donors was the former Anadarko Oil and Gas. The company donated $25,000 to the governor\u2019s office in 2017, just days after a deadly explosion in Firestone was tied to a leaking underground pipeline owned by the company. Over the course of four years, it gave the governor\u2019s office more than $330,000, money for which there is little accounting."", ""A Hickenlooper campaign spokesperson told us the company had already contributed nearly $219,000 to Hickenlooper\u2019s administration prior to the Firestone accident."", ""The analysis found no evidence that the donations were connected to official action taken by Hickenlooper\u2019s administration."", ""CBS4 found no evidence of a quid pro quo"", ""Frank Lamonte, Director of the Brechner Center for the Freedom of Information, said he\u2019s never heard of direct donations to a governor\u2019s office without oversight. \u201cBig dollar presents like that are the exact kind of things that ethics laws seek to prohibit and regulate.\u201d\n\nWhile CBS4 found no evidence of a quid pro quo, Lamonte said the potential is certainly there. Lamonte calls the donations an end-run around campaign finance laws that come with limits and public disclosure, \u201cEven if it\u2019s well-intentioned and there is no influence buying going on, it just raises all sorts of red flags that it could influence the direction of policy and it could influence what legislation is prioritized, it could give, at least if not influence, it could give preferred access to the governor.\u201d"", ""As for no Anadarko officials being prosecuted, Sharon Jacobs, an associate professor at the University of Colorado School of Law, told us that would have been up to the state attorney general at the time \u2014 not Hickenlooper."", ""The attorney general \u201cis a separately elected official in Colorado and makes independent prosecutorial decisions,\u201d Jacobs said in an email. \u201cThe Governor does not make these choices.\u201d"", ""Hickenlooper\u2019s successor, Democratic Gov. Jared Polis""]",REFUTED
Free federal housing for former inmates.,"[""'It will ensure that 100 percent of returning citizens\nhave access to transitional housing upon reentry from jail or prison.""]",REFUTED
"The Democrats want to abolish US police departments. They want to abolish our prisons, I guess.","[""\""Abolish\"" is mentioned 4 times but not with any reference to police departments or prisons.""]",REFUTED
"Biden plans to ""mandate net-zero carbon emissions for homes, offices and all new buildings by 2030. That basically means no windows, no nothing.","[""The energy efficient buildings are meant to use high-performance windows that meet ENERGY STAR v5.0 and v6.0 specifications (depending on climate zone). The required U and solar heat gain coefficient (SHGC) values are shown below, effective 8/22/2016.""]",REFUTED
The Biden-Sanders unity platform includes a plan to appoint social justice prosecutors in order to free violent criminals.,"[""The document includes a plan to support state prosecutors to ensure public safety while reducing incarceration.""]",REFUTED
"Abolish immigration detention. No more detention. You come in here illegally, no more detention.","[""they proposed to end for-profit detention centers, but not for an abolition of all detention centers""]",REFUTED
"The Biden-Sanders agenda proposes to end cash bail, releasing dangerous criminals onto US streets.","[""Such concerns led California to make the controversial decision in August 2018 to eliminate cash bail altogether, a move that the bail bond industry blocked pending a 2020 statewide referendum. In the new system, judges would detain defendants pretrial only if they are deemed dangerous or likely to skip court."", ""People who are not at high risk""]",NOT ENOUGH INFO
Bonnie Henry issued advice about living with the threat of Covid-19.,"[""Dr. Bonnie Henry, MD MPH FRCPC, Deputy Provincial Health Officer for the Province of British Columbia, and Associate Professor, UBC School of Population of Public Health, is a specialist in Public Health and Preventive Medicine and is Board Certified in Preventive Medicine in the U.S"", ""An example is when she made a statement about the easing of restrictions imposed due to the pandemic""]",SUPPORTED
Clinical trials have been completed for potential Russian COVID-19 vaccine.,"[""The vaccine was only in Phase one at this time, It had not completed all clinical trials.""]",REFUTED
"Sarah Sachin Pilot attacks Gehlot in a tweet saying that even ""big magicians"" will start sweating when they turn to Delhi.","[""Please don't use tweets from here to file stories. This is a FAKE twitter account. \n\nSurprised to see tweets from this account making it to mainstream news and agency stories. \n@TwitterIndia please take note"", ""... the account of \u2018Sarah Sachin Pilot\u2019 was not verified.""]",REFUTED
South Africans have the right to resist isolation or quarantine if found to hsve the virus,"[""South Africa\u2019s health guidelines for COVID-19 state that an individual can successfully self-quarantine if they have access to a separate room where no one else spends time\n\u201cWhere these requirements cannot be met, the person should quarantine in a designated facility,\u201d the government advises.""]",REFUTED
South Africa “has an established vaccine manufacturing capability”,"[""but  is a public-private entity responsible for the government\u2019s human vaccine procurement. It sources and provides vaccines as part of the government\u2019s expanded programme on immunisation.""]",NOT ENOUGH INFO
Answering a call from '+140' will empty your bank account.,"[""Sony LIV tweeted that it was a promotional activity and If you have received a call for our show Undekhi & it has disturbed you we would like to sincerely apologise to you. This was a test activity which has gone out accidentally & our intention was not to cause any kind of discomfort or panic. We sincerely regret any inconvenience.""]",REFUTED
PR stunt by TV channel leads to police warning on phone no. starting with 140,"[""@Mumbai Police clarified that numbers starting with +140 are telemarketing calls. and for people not to believe The viral message rumour.""]",SUPPORTED
"Proud to be AMU alumnus, 35-year-old scientist Kushbu Mirza, has been promoted as Director in ISRO. She is an alumnus of Aligarh Muslim University and only the 2nd Muslim Scientist after Dr.A.P.J. Abdul Kalam to hold this rank at ISRO","[""she has been promoted to director of  scientists Rank-F."", ""Kalam was Project director for SLV-III project which was India\u2019s first indigenously designed and produced a satellite launch vehicle. Later he was shifted to the Defence Research and Development Organization (DRDO).""]",REFUTED
The CDC may have to stop calling COVID-19 an ‘epidemic’ due to a remarkably low death rate.,"[""The epidemic threshold \""refers to the point at which the observed proportion of deaths is significantly higher than would be expected at that time of the year in the absence of substantial influenza, and now COVID-related mortality.\"" Deaths are a lagging indicator of COVID-19, partly because of a delay in the processing of death certificates. Death rates alone don\u2019t \""have bearing on whether COVID-19 is still an epidemic,\"" given that the extent of the outbreak is the primary factor.""]",REFUTED
